NARRATIVE,target,split
the|employee|be|shovel|salt|at|the|bottom|of|the|14|shaft|a|she|twist|to|throw|the|salt|out|of|the|shove|she|felt|pain|in|her|low|left|side|she|have|continued|to|work|at|her|regular|occupation|but|have|be|schedule|for|therapy|the|week|of|10-8|and|10-15|time|week,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
roof|fall|be|discover|in|the|4wa|panel|number|entry|between|cross-cut-7|and|and|spad|4+48|and|5+12|in|the|number|seam|the|approximate|size|of|the|fall|be|length-15-ft-|width-18-ft-|and|height-ft-,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O,test
the|employee|be|replace|poly|screen|he|be|attempt|to|remove|some|of|the|pin|he|swung|the|hammer|hit|piece|of|angle|iron|the|hammer|bounce|over|and|hit|his|left|index|finger|cause|fracture|the|employee's|finger|be|bandage|with|splint|but|be|still|able|to|perform|his|normal|job|control|room|operator|with|no|restriction,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/fracture|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/operator|O|O|O,test
piece|of|steel|fell|and|bruise|his|right|thigh,O|O|O|O|O|O|O|O|B-body_part/leg/thigh,test
while|instal|walkway|and|handrail|on|coal|silo|section|of|hand|rail|fell|ft|strike-employee-|on|left|shoulder|bruising|shoulder|he|finish|shift,O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder|O|B-body_part/arm/shoulder|O|O|O,test
employee|be|walk|around|the|longwall|drive|area|slip|and|fell|on|right|arm|cause|fracture,B-person/employee|O|B-activity/walking|O|O|O|O|O|O|O|O|O|B-body_part/arm/right_arm|I-body_part/arm/right_arm|O|B-injury/fracture,test
roof|fall|occur|on|number|unit|8th|northeast|panel|entry-|30|outby|spad|no|32956.|in|the|same|line-with-|the|feeder|at|cross|cut|14.|the|fall|didn't-affect-|ventilation,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O,test
employee|be|bent|over|under|''|beam-|to|turn|on|water|valve|when|he|stood|up|he|struck|his|head|on|the|steel|beam-|cause|laceration|to|his|scalp|require|suture,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|B-injury/laceration|O|O|O|O|O,test
cut|left|wrist|walk|through|mandoor|four|suture,O|B-body_part/arm/wrist/left_wrist|I-body_part/arm/wrist/left_wrist|B-activity/walking|O|O|O|O,test
kenworth|blast|truck|be|be|use|to|load|hole|on|shot|on|the|haul|road|when|driver|lose|control|and|roll|down|steep|ramp|tip|truck|up|onto|it|side|at|the|bottom|of|the|ramp|the|driver|be|pin|under|the|steer|column|for|approximately|hour|employee|be|transfer|by|helicopter|to|eastern|idaho|medical|center,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/driver|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/driver|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O,test
employee|be|work|in|water|that|apparently|have|alkali|in|it|it|burn|his|hand|and|arm,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O,test
power|be|lose|to|spider|and|need|to|be|restore|four|miner|be|trap|there|be|111|u|steel|employee|work|at|time|of|entrapment|and|24|contractor|mine-safety-and-health-administration-|be|notify|at|4:56|pm,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
be|drilling|hole|in|conveyor|section|when|drill-bit-|get|bound|in|hole|cause|drill|motor|to|twist|out|of|hand|drill|hit|back|of|hand,O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|B-body_part/back|O|B-body_part/arm/hand,test
number|hoist|have|hydraulic|break|mine-safety-and-health-administration-|be|notify|at|10:00|be|miner|evacuate|at|10:00|be|evacuation|be|complete|at|10:22|be|hydraulic|be|repair|test|and|miner|return|underground|at|10:40|be,O|O|O|O|B-injury/fracture/break|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|hang|miner|cable|along|with|his|co|worker|employee|struck|he|experienced|pain|in|his|back|a|result|of|handle|the|cable,B-person/employee|O|O|O|O|O|O|O|O|B-person/worker|B-person/employee|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O,test
employee|be|move|roof|bolter|from|number|left|entry|to|number|head|he|place|his|hand|on|drill|pot|and|by|mistake|hit|the|fast|feed|up|lever|on|the|control|the|drill|pot|raise|pinch|his|right|index|finger|between|the|drill|pot|and|operator|canopy,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/operator|O,test
unplanned|roof|fall|above|anchorage|zone|in|7th|north|west|butt|number|room|outby|spad|number|1692|two|cross-cuts|in|an|intersection|approximately|20'-wide-|30'-long-|fell|about|42|''|to|48|''|high|anchorage|zone|be|42|''|fully|grout|resin|bolt,O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|shovel|into|dumpster|hopper|and|push|the|dumpster|onto|and|off|of|an|elevator|car|complain|of|back|pain|24|hour|after|the|incident,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|B-body_part/back|O|O|O|O|O|O,test
steel|plate|tipped|over|and|pinch|the|employee's|4th|finger|between|the|plate|and|the|concrete|floor|a|he|be|work|on|the|plate|the|result|avulsion|require|suture,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
pull|transmission|out|from|kress|truck|the|drive|line|guard|fell|off|the|module|and|land|on|my|left|upper|knee|push|it|over|my|ankle|to|the|floor,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee|O|O|O|O|B-body_part/leg/ankle|O|O|O,test
while|pry|off|bearing|housing|off|of|pump-drive-|on|114|drill|the|pry|bar|slip|and|employee|hit|elbow|on|alternator|bracket,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|B-body_part/arm/elbow|O|O|O,test
when|get|down|from|trackhoe|after|fill|up|the|greaser|he|slip|on|some|grease|and|land|on|his|right|shoulder|fall|result|in|dislocation|of|right|shoulder,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|B-accident_cause/fall|O|O|B-injury/dislocation|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder,test
employee|be|unplug|chute|use|long|post|hole|dig|bar|while|work|with|the|bar|the|employee|pinch|his|right|hand|between|the|bar|and|the|chute|wall,B-person/employee|O|O|B-equipment/chute|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|O|O|O|O|B-equipment/chute|O,test
fall|of|the|roof|occur|in|the|submain|west|number|entry|cross-cut-|inby|spad|number|1629|at|cross-cut|number|54|number|unit|supply|road|approximately|60|long|18'-wide-|thick|bolt|with|fully|grout|pin|and|point|anchor|bolt,B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
heavy|lift|may|have|cause|hernia|while|perform|maintenance|task|at|the|rock|plant|the|employee|do|not|report|the|injury|to|his|supervisor|until|8/20/12|at|which|time|he|be|take|immediately|to|simi|health|center|where|he|be|currently|be|refer|to|surgeon|for|treatment|until|then|the|employee|be|on|restrict|duty|with|no|lift|over|15|lb,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-injury|O|O|B-person/supervisor|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O,test
employee|fell|while|exit|the|482|scoop|fall|on|his|left|side|bruising|his|hip|rib|and|leg,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg,test
employee|be|locomotive|brakeman|and|be|walk|along|railroad|track|to|switch|track|step|on|patch|of|ice|and|fell|to|knee|investigate|use|of|liquid|deicer|near|switch|salt|doesn't|work|well,B-person/employee|O|O|O|O|O|B-activity/walking|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|do|routine|check|on|caterpillar|785|rock|truck|and|a|he|exit|from|underneath|the|truck|he|hit|his|left|shoulder|on|pull|hook|under|the|bumper|and|then|hit|the|side|of|his|head|on|the|bumper|he|wear|hard|hat,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|O|O,test
employee|be|walk|backwards|carry|small|piece|of|steel|plate|he|tripped|and|fell|backwards|drop|the|steel|on|his|leg|bruising|it|he|be|temporarily|assign|to|duty|which|do|not|require|extensive|walk,B-person/employee|O|B-activity/walking|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg|O|O|O|O|O|O|O|O|O|O|O|O|O|B-activity/walking,test
section|while|walk|past|the|load|center|he|step|on|the|rubber|shock|mat|with|muddy|boot|slip|and|fell|twist|his|right|knee,O|O|B-activity/walking|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/right_knee|I-body_part/leg/knee/right_knee,test
the|employee|be|pull|loose|rib|with|slate|bar|a|the|rib|fell|more|rib|fell|than|he|have|anticipate|hit|the|slate|bar|cause|the|employee|to|twist|his|low|back|the|employee|be|refer|to|specialist|that|order|cat|scan|the|specialist|on|tuesday|1/6/09|after|get|the|cat|scan|result|release|the|employee|to|return|to|work|on|1/12/09,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O,test
employee|be|walk|and|transition|from|pave|surface|to|an|unpaved|surface|and|step|into|hole|injure|low|leg,B-person/employee|O|B-activity/walking|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg,test
employee|be|pull|on|drag|rope|to|line|it|up|in|the|drum|groove|when|he|felt|pain|in|his|right|front|chest|and|right|back|shoulder|area|employee|be|diagnose|with|muscle|strain|and|place|on|restrict|duty|no|lift|or|pull,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/body/chest|O|O|B-body_part/back|B-body_part/arm/shoulder|O|B-person/employee|O|O|O|B-injury/muscle|B-injury/muscle/strain|O|O|O|O|O|O|O|O|O,test
employee|be|tamp|the|face|when|piece|of|cap|coal|come|down|on|his|left|hand,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand,test
emerald|coal|resource|lp|be|provide|documentation|claim|an|employee|of|13|year|of|experience|sustain|an|occupational|induced|hearing|loss|while|employ|at|the|emerald|mine|this|claim|be|be|evaluate|by|the|mine|operator,O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/operator,test
employee|be|operating|the|roof|bolter|in|the|number|head|on|003-0|section|when|piece|of|draw|rock|fell|strike|him|on|the|right|leg|employee|be|give|day|off|work|but|he|do|not|return|for|his|next|schedule|shift,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/right_leg|I-body_part/leg/right_leg|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|pull|up|bucket|of|bolt|to|work|site|during|his|shift|employee|do|not|have|any|real|pain|in|his|shoulder|and|do|not|report|the|pain/injury|to|his|foreman|until|shift|start|the|next|day|employee|have|surgery|13|year|ago|to|right|shoulder|employee|be|place|on|lift|restriction|of|his|right|arm/shoulder|by|the|doctor,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|tighten|rod|with|36|''|pipe|wrench|he|somehow|hit|the|rotation|lever|either|fell|into|it|or|hit|it|with|the|pipe|wrench|cause|his|hand|to|get|pin|between|the|wrench|and|the|drill|head|motor,B-person/employee|O|O|O|O|O|O|B-equipment/pipe|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/pipe|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|B-body_part/head|O,test
while|work|on|head|drive|employee|step|on|slick|rock|and|fell|under|the|drive|strike|his|back,O|O|O|B-body_part/head|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back,test
employee|be|prepare|to|set|up|his|machine|to|start|cut|in|1l|he|be|stand|beside|the|miner|head|examine|the|roof|condition|inby|the|miner|piece|of|rock|fell|out|between|the|bolt|above|the|head|of|miner|the|rock|struck|the|head|and|flip|off|strike|the|employee|in|the|shoulder|he|be|take|to|the|hospital|for|x-ray|the|x-ray|be|negative|for|broken|bone,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|B-person/employee|O|O|B-body_part/arm/shoulder|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
while|do|his|normal|job|position|employee|start|have|symptom|of|low|back|pain|after|extensive|test|the|result|show|he|be|suffer|from|the|occupational|illness|of|degenerative|disc|per|2/5|document|220102230004|employee|be|do|walk|around|his|truck|when|he|slip|and|fell|on|flat|ground,O|O|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
an|unintentional|roof|fall|occur|in|the|lob|intersection|of|number|face|and|lob|left|the|lob|spad|be|1925|and|this|be|cross-cuts|inby|the|feeder|locate|in|the|number|entry|at|spad|1909.|the|area|be|support|with|resin|bolt|and|torque|tension|bolt|the|fall|measure|approximately|20|wide|30|long|thick|it|will|not|be|clean|up,O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O,test
bagging|hydrate|lime|bag|blew|off|spout|after|bag|clamp|do|not|engage|spray|employee|with|lime|and|result|of|some|lime|into|eye|employee|have|on|all|personal-protective-equipment-|eye|be|flush|out|and|employee|be|take|to|berkshire|occupational|health,O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O,test
employee|be|climb|the|ladder|of|dm45|ir|drill|to-prepare-|drill|for|start|up|he|be|in|hurry|and|lose|his|footing|fall|backwards|to|the|ground|lade|on|right|arm.-result-|in|knot|swell|up|just|below|right|elbow,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|work|on|utility|above|his|head|when|he|experienced|back|pain|he|do|not|seek|medical|treatment|until|4-22-02.|reportable|for|treatment|prescribed|by|physician,B-person/employee|O|O|O|O|O|O|B-body_part/head|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
north|main|face|area|the|employee|be|instal|roof|bolt|in|high|top|area|and|rock|~3|''|thick|fell|without|warn|and|struck|his|head|he|finish|his|shift|and|the|next|morning|decide|that|an|examination|by|physician|be|need,O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|state|that|he|be|load|bed|plate|from|old|longwall|face|he|reach|down|to|pick|up|winch|cable|when|he|felt|pain|in|his|back|he|be|place|on|restrictive|duty|on|6/25/07,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O,test
lift|one|end|of|20|long|joint|of|pipe|from|the|mine|floor|on|to|rack|on|the|fork|scoop|while|lift|the|end|of|the|pipe|struck|the|scoop|fender|cause|the|pipe|to|fall|and|injured|pull|his|right|bicep|muscle|when|he|try|to|catch|the|fall|pipe,O|O|O|O|O|O|O|O|B-equipment/pipe|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/pipe|O|O|O|O|O|O|B-equipment/pipe|O|B-accident_cause/fall|O|O|O|O|O|O|B-injury/muscle|O|O|O|O|O|O|O|B-equipment/pipe,test
employee|claim|that|while|lift|trash|bag|from|trash|container|felt|pain|to|left|groin|area|employee|state|trash|bag|be|primarily|fill|with|paper|product|and|not|very|heavy|employee|be|initially|diagnose|with|muscle|strain|and|continued|to|work|hernia|operation|on|3/28/00,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/groin|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-injury/muscle|B-injury/muscle/strain|O|O|O|O|O|O|O|O,test
employee|be|hang|curtain|in|cross|cut|for|scoop|to|get|through|to|clean|scoop|car|back|over|foot,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|B-body_part/leg/foot,test
employee|be|attempt|to|hang|light|on|the|number|70|long|wall|shield|use|zip|tie|while|do|so|employee|be|attempt|to|cut|off|the|excess|zip|tie|with|razor|knife|and|slip|and|cut|the|left|hand|employee|receive|stitch|to|close|laceration,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|B-person/employee|O|O|O|O|B-injury/laceration,test
employee|be|opening|metal|container|of|weld|rod|when|he|take|his|glove|off|to|get|well|grip|he|cut|his|finger|on|the|edge|of|the|container|employee|need|four|stitch|to|close|the|laceration|work|light|duty|work|the|same|hour,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-injury/laceration|O|O|O|O|O|O|O,test
employee|slip|on|oily|surface|and|twist|left|knee|while|repair|hydraulic|leak|note|this|become|lose-time-accident-|on|mar|7th|due|to|employee|have|surgery|on|injured|knee,B-person/employee|O|O|O|O|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O,test
a|the|day|shift|pre-shift|examiner|enter|the|mine|property|conduct|employee's|examination|around|4:45am|employee|notice|the|number|314|dozer|engulfed|in|flame|the|machine|have|be|park|for|about|11/2|hour|after|the|conclusion|of|even|shift|there|be|no|one|else|on|the|property|at|the|time|of|the|discovery|of|the|fire|employee|immediately|report|the|fire|on|the|1-800|number,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-vehicle/heavy_vehicle/dozer|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O,test
employee|be|tighten|truss-bolt-|with|gun|pull|the|gun|off|the|bolt|and|the|gun|drop|cause|strain|to|left|shoulder|begin|miss|work|on|7-21-01,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/muscle/strain|O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder|O|O|O|O|O,test
employee|be|lower|slab|of|sandstone|to|the|ground|when|he|pinch|his|left|middle|finger|between|ground|and|the|stone|slab|doctor|diagnosis|laceration|and|contusion|left|middle|finger|employee|lose|work|day,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/laceration|O|B-injury/bruises/contusion|O|O|O|B-person/employee|O|O|O,test
at|approximately|3:30|pm|an|unplanned|release|of|methane|gas|occur|in|the|number|entry|of|panel|2a|inby|survey|station|number|1156|of|the|northeast|submains|of|the|above|reference|mine|contribute|factor|to|the|release|be|drop|in|barometric|pressure,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
injured|employee|be|stand|next|to|park|skid|steer|loader|talk|to|employee|sit|inside|the|skid|steer|loader|ie|turn|to|walk|away|from|skid|steer|loader|and|tripped|on|the|loader's|bucket|which|have|extension|attach|to|the|bucket|ie|tripped|and|fell|to|ground|produce|fracture|to|right|5th|finger|positive|x-ray|diagnose|on|8/03/2011|ie|initially|refuse|treatment,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/fracture|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|check|voltage|at|the|continuous|miner|cat|head|at|the|power|center|with|small|volt|meter|and|it|blew|up|in|his|hand,B-person/employee|O|O|O|O|O|B-vehicle/heavy_vehicle/continuous_miner|I-vehicle/heavy_vehicle/continuous_miner|O|B-body_part/head|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
while|put|up|tin|on|the|roof|to|direct|water|drippers|come|in|contact|with|water|that|have|pebble|lime|quicklime|in|it|must|have|not|have|my|rain|pant|taped|tight|enough|to|boot|water|leak|in|cause|burn,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|in|the|process|of|move|the|continuous|miner|across|the|section|he|have|to|pull|the|miner|cable|and|hose|to|put|on|the|horn|of|the|miner|so|he|drag|it|to|the|miner|and|then|felt|pain|in|his|low|back,B-person/employee|O|O|O|O|O|O|O|B-vehicle/heavy_vehicle/continuous_miner|I-vehicle/heavy_vehicle/continuous_miner|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back,test
employee|be|climb|ladder|when|he|claim|he|misstepped|and|lose|footing|and|fell|injure|his|left|foot,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot/left_foot|I-body_part/leg/foot/left_foot,test
mr|hamilton|file|an|allege|occupational|pneumoconiosis|claim|on|2/27/09|claim|no|2009005249.|his|last|day|work|be|8/11/09|due|to|an|injury|he|receive|op|award|on|claim|number|2005044352|submit|on|6/10/05|e-document|no|196058.|receive|notice|of|this|claim|on|3/12/09,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
the|mine|receive|notification|on|april|21|2016|that|this|employee|be|grant|2.57|award|for|permanent|impairment|from|noise-induced|hearing|loss|the|incident|be|cause|by|the|employee's|failure|to|wear|the|appropriate|personal-protective-equipment-|hearing|protection|throughout|employee's|career|claim|2/11/2016,O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
unintentional|roof|fall|have|occur|along|old-|north|return|at|break|number|20|in|the|number|entry|return|the|fall|measure|30|long|20|wide|1/2|ft|high|the|area|be|bolt|with|ft|resin|there|be|no|injury|or|property|damage|report,O|O|B-accident_cause/fall|O|O|O|O|O|O|O|B-injury/fracture/break|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|pull|miner|cable|when|rock|fell|on|left|ankle|take|to|pikeville|medical|center|for|evaluation|of|injured|ankle|x-ray|show|no|major|injury|nothing|broken|employee|receive|day|off|paid|by|employer|saturday|monday|and|tuesday,B-person/employee|O|O|O|O|O|O|O|O|B-body_part/leg/ankle/left_ankle|I-body_part/leg/ankle/left_ankle|O|O|O|O|O|O|O|O|O|B-body_part/leg/ankle|O|O|O|O|B-injury|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O,test
roof-fall-|in|the|west|entry|at|number|39|cross-cut|in|number|entry|measure|40'-|20'-|the|area|be|mine|in|november|2002|and|support|with|fully|grout|roof|bolt|and|be|cause|by|hidden|slip,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
while|drive|the|coal|hauler|employee|hit|rut|cause|her|to|bounce|up|and|land|hard|on|the|seat|result|in|discomfort|on|her|back|and|leg,O|B-activity/driving|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|B-body_part/leg,test
roof|fall|occur|in|the|number|right|entry|the|initial|roof|fall|be|approximately|36|inch|thick|the|manner|in|which|the|rock|fell|have|the|continuous|miner|trap|after|miner|be|retrieve|the|rock|fall|be|approximately|ft|thick|by|40|ft|long-by-|18|foot|wide,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/heavy_vehicle/continuous_miner|I-vehicle/heavy_vehicle/continuous_miner|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O,test
